# Opmerking: door stationsverplaatsingen en veranderingen in waarneemmethodieken zijn deze tijdreeksen van uurwaarden mogelijk inhomogeen! Dat betekent dat deze reeks van gemeten waarden niet geschikt is voor trendanalyse. Voor studies naar klimaatverandering verwijzen we naar de gehomogeniseerde dagreeksen <http://www.knmi.nl/nederland-nu/klimatologie/daggegevens> of de Centraal Nederland Temperatuur <http://www.knmi.nl/kennis-en-datacentrum/achtergrond/centraal-nederland-temperatuur-cnt>.
# 
# SOURCE: ROYAL NETHERLANDS METEOROLOGICAL INSTITUTE (KNMI)
# Comment: These time series are inhomogeneous because of station relocations and changes in observation techniques. As a result these series are not suitable for trend analysis. For climate change studies we refer to the homogenized series of daily data <http://www.knmi.nl/nederland-nu/klimatologie/daggegevens> or the Central Netherlands Temperature <http://www.knmi.nl/kennis-en-datacentrum/achtergrond/centraal-nederland-temperatuur-cnt>.
# 
# STN         LON(east)   LAT(north)  ALT(m)      NAME
# 370         5.377       51.451      22.60       Eindhoven   
# YYYYMMDD  : datum (YYYY=jaar;MM=maand;DD=dag)
# HH        : tijd (HH=uur; UT.12 UT=13 MET; 14 MEZT. Uurvak 05 loopt van 04.00 UT tot 5.00 UT
# T         : Temperatuur (in 0.1 graden Celsius) op 1.50 m hoogte tijdens de waarneming / Temperature (in 0.1 degrees Celsius) at 1.50 m at the time of observation
# DR        : Duur van de neerslag (in 0.1 uur) per uurvak / Precipitation duration (in 0.1 hour) during the hourly division
# RH        : Uursom van de neerslag (in 0.1 mm) (-1 voor <0.05 mm) / Hourly precipitation amount (in 0.1 mm) (-1 for <0.05 mm)
# STN,YYYYMMDD,   HH,    T,   DR,   RH
  370,20240712,   24,  129,    0,    0
  370,20240713,    1,  133,    0,    0
  370,20240713,    2,  131,    0,    0
  370,20240713,    3,  129,    0,    0
  370,20240713,    4,  128,    0,    0
  370,20240713,    5,  129,    0,   -1
  370,20240713,    6,  132,    0,    0
  370,20240713,    7,  136,    0,   -1
  370,20240713,    8,  146,    0,    0
  370,20240713,    9,  160,    0,    0
  370,20240713,   10,  169,    0,    0
  370,20240713,   11,  171,    0,    0
  370,20240713,   12,  146,    3,   10
  370,20240713,   13,  157,    1,    1
  370,20240713,   14,  160,    0,    0
  370,20240713,   15,  171,    0,    0
  370,20240713,   16,  173,    0,    0
  370,20240713,   17,  167,    0,    0
  370,20240713,   18,  165,    0,    0
  370,20240713,   19,  154,    0,    0
  370,20240713,   20,  130,    0,    0
  370,20240713,   21,  115,    0,    0
  370,20240713,   22,  108,    0,    0
  370,20240713,   23,  104,    0,    0
  370,20240713,   24,  106,    0,    0
  370,20240714,    1,  101,    0,    0
  370,20240714,    2,   97,    0,    0
  370,20240714,    3,  103,    0,    0
  370,20240714,    4,  103,    0,    0
  370,20240714,    5,  123,    0,    0
  370,20240714,    6,  133,    0,    0
  370,20240714,    7,  160,    0,    0
  370,20240714,    8,  183,    0,    0
  370,20240714,    9,  194,    0,    0
  370,20240714,   10,  205,    0,    0
  370,20240714,   11,  211,    0,    0
  370,20240714,   12,  212,    0,    0
  370,20240714,   13,  218,    0,    0
  370,20240714,   14,  213,    0,    0
  370,20240714,   15,  217,    0,    0
  370,20240714,   16,  213,    0,    0
  370,20240714,   17,  212,    0,    0
  370,20240714,   18,  207,    0,    0
  370,20240714,   19,  192,    0,    0
  370,20240714,   20,  155,    0,    0
  370,20240714,   21,  137,    0,    0
  370,20240714,   22,  134,    0,    0
  370,20240714,   23,  127,    0,    0
  370,20240714,   24,  122,    0,    0
  370,20240715,    1,  113,    0,    0
  370,20240715,    2,  120,    0,    0
  370,20240715,    3,  116,    0,    0
  370,20240715,    4,  115,    0,    0
  370,20240715,    5,  130,    0,    0
  370,20240715,    6,  159,    0,    0
  370,20240715,    7,  190,    0,    0
  370,20240715,    8,  215,    0,    0
  370,20240715,    9,  228,    0,    0
  370,20240715,   10,  231,    0,    0
  370,20240715,   11,  247,    0,    0
  370,20240715,   12,  254,    0,    0
  370,20240715,   13,  252,    0,    0
  370,20240715,   14,  259,    0,    0
  370,20240715,   15,  257,    0,    0
  370,20240715,   16,  253,    0,    0
  370,20240715,   17,  249,    0,    0
  370,20240715,   18,  225,    0,   -1
  370,20240715,   19,  220,    3,    2
  370,20240715,   20,  205,    0,   -1
  370,20240715,   21,  193,    5,    4
  370,20240715,   22,  178,    0,   -1
  370,20240715,   23,  177,    0,    0
  370,20240715,   24,  199,    0,    0
  370,20240716,    1,  191,    0,    0
  370,20240716,    2,  182,    0,    0
  370,20240716,    3,  174,    0,    0
  370,20240716,    4,  170,    0,    0
  370,20240716,    5,  167,    0,    0
  370,20240716,    6,  175,    0,    0
  370,20240716,    7,  186,    0,    0
  370,20240716,    8,  196,    0,    0
  370,20240716,    9,  198,    0,    0
  370,20240716,   10,  198,    0,    0
  370,20240716,   11,  204,    0,    0
  370,20240716,   12,  210,    0,    0
  370,20240716,   13,  174,    3,   34
  370,20240716,   14,  202,    2,    1
  370,20240716,   15,  187,    1,    8
  370,20240716,   16,  189,    2,   18
  370,20240716,   17,  190,    0,    0
  370,20240716,   18,  193,    0,    0
  370,20240716,   19,  182,    0,    0
  370,20240716,   20,  176,    0,    0
  370,20240716,   21,  170,    0,    0
  370,20240716,   22,  169,    0,    0
  370,20240716,   23,  167,    0,   -1
  370,20240716,   24,  167,    0,   -1
  370,20240717,    1,  164,    0,    0
  370,20240717,    2,  160,    0,    0
  370,20240717,    3,  152,    0,    0
  370,20240717,    4,  150,    0,    0
  370,20240717,    5,  158,    0,    0
  370,20240717,    6,  168,    0,    0
  370,20240717,    7,  177,    0,    0
  370,20240717,    8,  191,    0,    0
  370,20240717,    9,  211,    0,    0
  370,20240717,   10,  214,    0,    0
  370,20240717,   11,  219,    0,    0
  370,20240717,   12,  225,    0,    0
  370,20240717,   13,  233,    0,    0
  370,20240717,   14,  236,    0,    0
  370,20240717,   15,  237,    0,    0
  370,20240717,   16,  233,    0,    0
  370,20240717,   17,  229,    0,    0
  370,20240717,   18,  219,    0,    0
  370,20240717,   19,  207,    0,    0
  370,20240717,   20,  182,    0,    0
  370,20240717,   21,  159,    0,    0
  370,20240717,   22,  147,    0,    0
  370,20240717,   23,  141,    0,    0
  370,20240717,   24,  136,    0,    0
  370,20240718,    1,  136,    0,    0
  370,20240718,    2,  131,    0,    0
  370,20240718,    3,  127,    0,    0
  370,20240718,    4,  124,    0,    0
  370,20240718,    5,  143,    0,    0
  370,20240718,    6,  173,    0,    0
  370,20240718,    7,  198,    0,    0
  370,20240718,    8,  223,    0,    0
  370,20240718,    9,  242,    0,    0
  370,20240718,   10,  252,    0,    0
  370,20240718,   11,  265,    0,    0
  370,20240718,   12,  260,    0,    0
  370,20240718,   13,  263,    0,    0
  370,20240718,   14,  281,    0,    0
  370,20240718,   15,  281,    0,    0
  370,20240718,   16,  278,    0,    0
  370,20240718,   17,  269,    0,    0
  370,20240718,   18,  268,    0,    0
  370,20240718,   19,  253,    0,    0
  370,20240718,   20,  237,    0,    0
  370,20240718,   21,  210,    0,    0
  370,20240718,   22,  218,    0,    0
  370,20240718,   23,  210,    0,    0
  370,20240718,   24,  187,    0,    0
  370,20240719,    1,  197,    0,    0
  370,20240719,    2,  201,    0,    0
  370,20240719,    3,  195,    0,    0
  370,20240719,    4,  182,    0,    0
  370,20240719,    5,  198,    0,    0
  370,20240719,    6,  205,    0,    0
  370,20240719,    7,  212,    0,    0
  370,20240719,    8,  236,    0,    0
  370,20240719,    9,  251,    0,    0
  370,20240719,   10,  266,    0,    0
  370,20240719,   11,  276,    0,    0
  370,20240719,   12,  290,    0,    0
  370,20240719,   13,  294,    0,    0
  370,20240719,   14,  300,    0,    0
  370,20240719,   15,  290,    0,    0
  370,20240719,   16,  297,    0,    0
  370,20240719,   17,  291,    0,    0
  370,20240719,   18,  280,    0,    0
  370,20240719,   19,  268,    0,    0
  370,20240719,   20,  247,    0,    0
  370,20240719,   21,  214,    0,    0
  370,20240719,   22,  225,    0,    0
  370,20240719,   23,  224,    0,    0
  370,20240719,   24,  217,    0,    0
  370,20240720,    1,  183,    0,    0
  370,20240720,    2,  174,    0,    0
  370,20240720,    3,  168,    0,    0
  370,20240720,    4,  160,    0,    0
  370,20240720,    5,  181,    0,    0
  370,20240720,    6,  219,    0,    0
  370,20240720,    7,  246,    0,    0
  370,20240720,    8,  269,    0,    0
  370,20240720,    9,  275,    0,    0
  370,20240720,   10,  293,    0,    0
  370,20240720,   11,  299,    0,    0
  370,20240720,   12,  303,    0,    0
  370,20240720,   13,  313,    0,    0
  370,20240720,   14,  308,    0,    0
  370,20240720,   15,  310,    0,    0
  370,20240720,   16,  307,    0,    0
  370,20240720,   17,  197,    3,   57
  370,20240720,   18,  213,    6,   14
  370,20240720,   19,  223,    0,    0
  370,20240720,   20,  207,    0,    0
  370,20240720,   21,  202,    0,    0
  370,20240720,   22,  195,    0,    0
  370,20240720,   23,  194,    0,    0
  370,20240720,   24,  195,    0,    0
  370,20240721,    1,  201,    0,    0
  370,20240721,    2,  202,    1,    1
  370,20240721,    3,  205,    9,   70
  370,20240721,    4,  193,    6,   48
  370,20240721,    5,  203,    0,    0
  370,20240721,    6,  213,    0,    0
  370,20240721,    7,  221,    0,    0
  370,20240721,    8,  222,    0,    0
  370,20240721,    9,  223,    0,    0
  370,20240721,   10,  192,    1,    8
  370,20240721,   11,  201,   10,  118
  370,20240721,   12,  206,    0,   -1
  370,20240721,   13,  207,    0,    0
  370,20240721,   14,  223,    0,    0
  370,20240721,   15,  218,    0,    0
  370,20240721,   16,  220,    0,    0
  370,20240721,   17,  230,    0,    0
  370,20240721,   18,  223,    0,    0
  370,20240721,   19,  207,    0,    0
  370,20240721,   20,  192,    0,    0
  370,20240721,   21,  182,    0,    0
  370,20240721,   22,  177,    0,    0
  370,20240721,   23,  169,    0,    0
  370,20240721,   24,  170,    0,    0
  370,20240722,    1,  166,    0,    0
  370,20240722,    2,  163,    0,    0
  370,20240722,    3,  156,    0,    0
  370,20240722,    4,  152,    0,    0
  370,20240722,    5,  157,    0,    0
  370,20240722,    6,  171,    0,    0
  370,20240722,    7,  182,    0,    0
  370,20240722,    8,  190,    0,    0
  370,20240722,    9,  200,    0,    0
  370,20240722,   10,  207,    0,    0
  370,20240722,   11,  228,    0,    0
  370,20240722,   12,  224,    0,    0
  370,20240722,   13,  236,    0,    0
  370,20240722,   14,  240,    0,    0
  370,20240722,   15,  231,    0,    0
  370,20240722,   16,  234,    0,    0
  370,20240722,   17,  228,    0,    0
  370,20240722,   18,  225,    0,    0
  370,20240722,   19,  219,    0,    0
  370,20240722,   20,  211,    0,    0
  370,20240722,   21,  206,    0,    0
  370,20240722,   22,  203,    1,    1
  370,20240722,   23,  190,    0,    0
  370,20240722,   24,  194,    0,    0
  370,20240723,    1,  187,    0,    0
  370,20240723,    2,  184,    0,    0
  370,20240723,    3,  185,    0,    0
  370,20240723,    4,  180,    2,    1
  370,20240723,    5,  179,    7,    9
  370,20240723,    6,  181,    6,   10
  370,20240723,    7,  182,    4,    6
  370,20240723,    8,  198,    1,    5
  370,20240723,    9,  209,    0,    0
  370,20240723,   10,  227,    0,    0
  370,20240723,   11,  235,    0,    0
  370,20240723,   12,  241,    0,    0
  370,20240723,   13,  226,    0,    0
  370,20240723,   14,  217,    0,    0
  370,20240723,   15,  179,    7,   63
  370,20240723,   16,  194,    0,   -1
  370,20240723,   17,  206,    0,    0
  370,20240723,   18,  195,    1,    3
  370,20240723,   19,  182,    0,    0
  370,20240723,   20,  169,    0,    0
  370,20240723,   21,  159,    0,    0
  370,20240723,   22,  166,    0,    0
  370,20240723,   23,  165,    0,    0
  370,20240723,   24,  158,    0,    0
  370,20240724,    1,  148,    0,    0
  370,20240724,    2,  150,    0,    0
  370,20240724,    3,  149,    0,    0
  370,20240724,    4,  154,    0,    0
  370,20240724,    5,  158,    0,    0
  370,20240724,    6,  164,    0,    0
  370,20240724,    7,  172,    0,    0
  370,20240724,    8,  177,    0,    0
  370,20240724,    9,  184,    0,    0
  370,20240724,   10,  198,    0,    0
  370,20240724,   11,  203,    0,    0
  370,20240724,   12,  211,    0,    0
  370,20240724,   13,  227,    0,    0
  370,20240724,   14,  223,    0,    0
  370,20240724,   15,  221,    0,    0
  370,20240724,   16,  228,    0,    0
  370,20240724,   17,  221,    0,    0
  370,20240724,   18,  207,    0,    0
  370,20240724,   19,  192,    0,    0
  370,20240724,   20,  161,    0,    0
  370,20240724,   21,  145,    0,    0
  370,20240724,   22,  133,    0,    0
  370,20240724,   23,  127,    0,    0
  370,20240724,   24,  126,    0,    0
  370,20240725,    1,  144,    0,    0
  370,20240725,    2,  148,    0,    0
  370,20240725,    3,  151,    0,    0
  370,20240725,    4,  141,    0,    0
  370,20240725,    5,  146,    0,    0
  370,20240725,    6,  169,    0,    0
  370,20240725,    7,  177,    0,    0
  370,20240725,    8,  192,    0,   -1
  370,20240725,    9,  205,    0,   -1
  370,20240725,   10,  221,    0,    0
  370,20240725,   11,  232,    0,    0
  370,20240725,   12,  240,    0,    0
  370,20240725,   13,  254,    0,    0
  370,20240725,   14,  239,    0,   -1
  370,20240725,   15,  240,    0,   -1
  370,20240725,   16,  242,    0,    0
  370,20240725,   17,  236,    0,    0
  370,20240725,   18,  222,    0,   -1
  370,20240725,   19,  215,    0,   -1
  370,20240725,   20,  205,    0,   -1
  370,20240725,   21,  197,    0,   -1
  370,20240725,   22,  193,    0,   -1
  370,20240725,   23,  186,    6,    1
  370,20240725,   24,  185,    4,    1
  370,20240726,    1,  185,    0,   -1
  370,20240726,    2,  186,    6,    2
  370,20240726,    3,  186,    9,    2
  370,20240726,    4,  185,    8,    3
  370,20240726,    5,  187,    0,   -1
  370,20240726,    6,  187,    0,    0
  370,20240726,    7,  194,    0,    0
  370,20240726,    8,  194,    0,    0
  370,20240726,    9,  203,    0,    0
  370,20240726,   10,  207,    0,   -1
  370,20240726,   11,  216,    0,    0
  370,20240726,   12,  231,    0,    0
  370,20240726,   13,  227,    0,    0
  370,20240726,   14,  231,    0,    0
  370,20240726,   15,  234,    0,    0
  370,20240726,   16,  225,    0,    0
  370,20240726,   17,  220,    0,    0
  370,20240726,   18,  210,    0,    0
  370,20240726,   19,  197,    0,    0
  370,20240726,   20,  184,    0,    0
  370,20240726,   21,  164,    0,    0
  370,20240726,   22,  161,    0,    0
  370,20240726,   23,  164,    0,    0
  370,20240726,   24,  163,    0,    0
  370,20240727,    1,  167,    0,    0
  370,20240727,    2,  161,    0,    0
  370,20240727,    3,  158,    0,    0
  370,20240727,    4,  149,    0,    0
  370,20240727,    5,  155,    0,    0
  370,20240727,    6,  173,    0,    0
  370,20240727,    7,  190,    0,    0
  370,20240727,    8,  199,    0,    0
  370,20240727,    9,  211,    0,    0
  370,20240727,   10,  210,    0,    0
  370,20240727,   11,  216,    0,    0
  370,20240727,   12,  221,    0,    0
  370,20240727,   13,  221,    0,    0
  370,20240727,   14,  220,    0,    0
  370,20240727,   15,  217,    0,    0
  370,20240727,   16,  216,    0,    0
  370,20240727,   17,  210,    0,    0
  370,20240727,   18,  207,    0,    0
  370,20240727,   19,  199,    0,    0
  370,20240727,   20,  178,    0,    0
  370,20240727,   21,  169,    0,    0
  370,20240727,   22,  158,    0,    0
  370,20240727,   23,  155,    0,    0
  370,20240727,   24,  147,    0,    0
  370,20240728,    1,  142,    0,    0
  370,20240728,    2,  140,    0,    0
  370,20240728,    3,  132,    0,    0
  370,20240728,    4,  138,    0,    0
  370,20240728,    5,  141,    0,    0
  370,20240728,    6,  161,    0,    0
  370,20240728,    7,  183,    0,    0
  370,20240728,    8,  199,    0,    0
  370,20240728,    9,  209,    0,    0
  370,20240728,   10,  218,    0,    0
  370,20240728,   11,  221,    0,    0
  370,20240728,   12,  236,    0,    0
  370,20240728,   13,  235,    0,    0
  370,20240728,   14,  243,    0,    0
  370,20240728,   15,  246,    0,    0
  370,20240728,   16,  245,    0,    0
  370,20240728,   17,  243,    0,    0
  370,20240728,   18,  224,    0,    0
  370,20240728,   19,  202,    0,    0
  370,20240728,   20,  172,    0,    0
  370,20240728,   21,  171,    0,    0
  370,20240728,   22,  160,    0,    0
  370,20240728,   23,  161,    0,    0
  370,20240728,   24,  144,    0,    0
  370,20240729,    1,  155,    0,    0
  370,20240729,    2,  156,    0,    0
  370,20240729,    3,  149,    0,    0
  370,20240729,    4,  141,    0,    0
  370,20240729,    5,  144,    0,    0
  370,20240729,    6,  173,    0,    0
  370,20240729,    7,  197,    0,    0
  370,20240729,    8,  221,    0,    0
  370,20240729,    9,  236,    0,    0
  370,20240729,   10,  239,    0,    0
  370,20240729,   11,  249,    0,    0
  370,20240729,   12,  254,    0,    0
  370,20240729,   13,  267,    0,    0
  370,20240729,   14,  264,    0,    0
  370,20240729,   15,  271,    0,    0
  370,20240729,   16,  273,    0,    0
  370,20240729,   17,  271,    0,    0
  370,20240729,   18,  265,    0,    0
  370,20240729,   19,  253,    0,    0
  370,20240729,   20,  220,    0,    0
  370,20240729,   21,  199,    0,    0
  370,20240729,   22,  209,    0,    0
  370,20240729,   23,  200,    0,    0
  370,20240729,   24,  178,    0,    0
  370,20240730,    1,  186,    0,    0
  370,20240730,    2,  175,    0,    0
  370,20240730,    3,  172,    0,    0
  370,20240730,    4,  167,    0,    0
  370,20240730,    5,  173,    0,    0
  370,20240730,    6,  201,    0,    0
  370,20240730,    7,  228,    0,    0
  370,20240730,    8,  251,    0,    0
  370,20240730,    9,  275,    0,    0
  370,20240730,   10,  284,    0,    0
  370,20240730,   11,  296,    0,    0
  370,20240730,   12,  298,    0,    0
  370,20240730,   13,  308,    0,    0
  370,20240730,   14,  305,    0,    0
  370,20240730,   15,  304,    0,    0
  370,20240730,   16,  307,    0,    0
  370,20240730,   17,  299,    0,    0
  370,20240730,   18,  287,    0,    0
  370,20240730,   19,  266,    0,    0
  370,20240730,   20,  243,    0,    0
  370,20240730,   21,  223,    0,    0
  370,20240730,   22,  212,    0,    0
  370,20240730,   23,  191,    0,    0
  370,20240730,   24,  197,    0,    0
  370,20240731,    1,  187,    0,    0
  370,20240731,    2,  186,    0,    0
  370,20240731,    3,  182,    0,    0
  370,20240731,    4,  180,    0,    0
  370,20240731,    5,  183,    0,    0
  370,20240731,    6,  193,    0,    0
  370,20240731,    7,  199,    0,    0
  370,20240731,    8,  218,    0,    0
  370,20240731,    9,  230,    0,    0
  370,20240731,   10,  242,    0,   -1
  370,20240731,   11,  247,    0,   -1
  370,20240731,   12,  234,    0,   -1
  370,20240731,   13,  236,    5,    4
  370,20240731,   14,  251,    0,    0
  370,20240731,   15,  247,    0,    0
  370,20240731,   16,  257,    0,    0
  370,20240731,   17,  255,    0,    0
  370,20240731,   18,  250,    0,    0
  370,20240731,   19,  244,    0,    0
  370,20240731,   20,  225,    0,    0
  370,20240731,   21,  198,    0,    0
  370,20240731,   22,  191,    0,    0
  370,20240731,   23,  187,    0,    0
  370,20240731,   24,  188,    0,    0
  370,20240801,    1,  181,    0,    0
  370,20240801,    2,  187,    0,    0
  370,20240801,    3,  191,    0,    0
  370,20240801,    4,  188,    0,    0
  370,20240801,    5,  188,    0,    0
  370,20240801,    6,  185,    0,    0
  370,20240801,    7,  181,    4,    3
  370,20240801,    8,  181,   10,   19
  370,20240801,    9,  189,   10,    7
  370,20240801,   10,  190,    8,    3
  370,20240801,   11,  197,    7,    5
  370,20240801,   12,  209,    0,   -1
  370,20240801,   13,  208,    9,    2
  370,20240801,   14,  216,    7,    1
  370,20240801,   15,  219,    0,    0
  370,20240801,   16,  224,    0,   -1
  370,20240801,   17,  217,    0,    0
  370,20240801,   18,  214,    0,    0
  370,20240801,   19,  209,    0,    0
  370,20240801,   20,  199,    0,    0
  370,20240801,   21,  189,    0,    0
  370,20240801,   22,  177,    0,    0
  370,20240801,   23,  181,    0,    0
  370,20240801,   24,  172,    0,    0
  370,20240802,    1,  168,    0,    0
  370,20240802,    2,  162,    0,    0
  370,20240802,    3,  169,    0,    0
  370,20240802,    4,  160,    0,    0
  370,20240802,    5,  171,    0,    0
  370,20240802,    6,  172,    0,    0
  370,20240802,    7,  180,    0,    0
  370,20240802,    8,  200,    0,    0
  370,20240802,    9,  214,    0,    0
  370,20240802,   10,  223,    0,    0
  370,20240802,   11,  237,    0,    0
  370,20240802,   12,  249,    0,    0
  370,20240802,   13,  261,    0,    0
  370,20240802,   14,  263,    0,    0
  370,20240802,   15,  264,    0,    0
  370,20240802,   16,  264,    0,    0
  370,20240802,   17,  260,    0,    0
  370,20240802,   18,  252,    0,    0
  370,20240802,   19,  228,    0,    0
  370,20240802,   20,  194,    0,    0
  370,20240802,   21,  185,    0,    0
  370,20240802,   22,  182,    0,    0
  370,20240802,   23,  180,    0,    0
  370,20240802,   24,  178,    0,    0
  370,20240803,    1,  178,    0,    0
  370,20240803,    2,  187,    0,    0
  370,20240803,    3,  182,    0,    0
  370,20240803,    4,  180,    0,    0
  370,20240803,    5,  184,    0,    0
  370,20240803,    6,  179,    0,    0
  370,20240803,    7,  185,    0,    0
  370,20240803,    8,  197,    0,    0
  370,20240803,    9,  196,    0,    0
  370,20240803,   10,  209,    0,    0
  370,20240803,   11,  218,    0,    0
  370,20240803,   12,  228,    0,    0
  370,20240803,   13,  234,    0,    0
  370,20240803,   14,  240,    0,    0
  370,20240803,   15,  224,    0,   -1
  370,20240803,   16,  223,    0,    0
  370,20240803,   17,  223,    0,    0
  370,20240803,   18,  224,    0,    0
  370,20240803,   19,  203,    0,    0
  370,20240803,   20,  203,    0,    0
  370,20240803,   21,  183,    4,    3
  370,20240803,   22,  178,    4,   14
  370,20240803,   23,  179,    1,    1
  370,20240803,   24,  184,    0,   -1
  370,20240804,    1,  175,    7,   13
  370,20240804,    2,  169,    7,   15
  370,20240804,    3,  171,    8,    4
  370,20240804,    4,  170,    0,   -1
  370,20240804,    5,  169,    0,    0
  370,20240804,    6,  168,    0,    0
  370,20240804,    7,  177,    0,    0
  370,20240804,    8,  186,    0,    0
  370,20240804,    9,  191,    0,    0
  370,20240804,   10,  199,    0,    0
  370,20240804,   11,  200,    0,    0
  370,20240804,   12,  204,    0,    0
  370,20240804,   13,  205,    0,    0
  370,20240804,   14,  207,    0,    0
  370,20240804,   15,  207,    0,    0
  370,20240804,   16,  211,    0,    0
  370,20240804,   17,  205,    0,    0
  370,20240804,   18,  199,    0,    0
  370,20240804,   19,  188,    0,    0
  370,20240804,   20,  169,    0,   -1
  370,20240804,   21,  165,    0,   -1
  370,20240804,   22,  163,    0,    0
  370,20240804,   23,  164,    0,    0
  370,20240804,   24,  164,    0,    0
  370,20240805,    1,  160,    0,    0
  370,20240805,    2,  163,    0,    0
  370,20240805,    3,  157,    0,    0
  370,20240805,    4,  160,    0,    0
  370,20240805,    5,  163,    0,    0
  370,20240805,    6,  169,    0,    0
  370,20240805,    7,  183,    0,    0
  370,20240805,    8,  202,    0,    0
  370,20240805,    9,  206,    0,    0
  370,20240805,   10,  214,    0,    0
  370,20240805,   11,  222,    0,    0
  370,20240805,   12,  234,    0,    0
  370,20240805,   13,  243,    0,    0
  370,20240805,   14,  244,    0,    0
  370,20240805,   15,  249,    0,    0
  370,20240805,   16,  253,    0,    0
  370,20240805,   17,  249,    0,    0
  370,20240805,   18,  239,    0,    0
  370,20240805,   19,  212,    0,    0
  370,20240805,   20,  178,    0,    0
  370,20240805,   21,  162,    0,    0
  370,20240805,   22,  158,    0,    0
  370,20240805,   23,  151,    0,    0
  370,20240805,   24,  149,    0,    0
  370,20240806,    1,  142,    0,    0
  370,20240806,    2,  148,    0,    0
  370,20240806,    3,  149,    0,    0
  370,20240806,    4,  137,    0,    0
  370,20240806,    5,  144,    0,    0
  370,20240806,    6,  188,    0,    0
  370,20240806,    7,  217,    0,    0
  370,20240806,    8,  242,    0,    0
  370,20240806,    9,  260,    0,    0
  370,20240806,   10,  272,    0,    0
  370,20240806,   11,  280,    0,    0
  370,20240806,   12,  283,    0,    0
  370,20240806,   13,  280,    0,    0
  370,20240806,   14,  286,    0,    0
  370,20240806,   15,  298,    0,    0
  370,20240806,   16,  291,    0,    0
  370,20240806,   17,  284,    0,    0
  370,20240806,   18,  271,    0,    0
  370,20240806,   19,  252,    0,    0
  370,20240806,   20,  235,    0,    0
  370,20240806,   21,  208,    0,    0
  370,20240806,   22,  188,    0,    0
  370,20240806,   23,  196,    0,    0
  370,20240806,   24,  189,    0,    0
  370,20240807,    1,  188,    0,    0
  370,20240807,    2,  193,    0,    0
  370,20240807,    3,  186,    0,    0
  370,20240807,    4,  187,    0,    0
  370,20240807,    5,  184,    0,    0
  370,20240807,    6,  187,    0,    0
  370,20240807,    7,  187,    0,    0
  370,20240807,    8,  177,    9,   40
  370,20240807,    9,  173,    8,   50
  370,20240807,   10,  187,    6,   64
  370,20240807,   11,  195,    0,    0
  370,20240807,   12,  213,    0,    0
  370,20240807,   13,  227,    0,    0
  370,20240807,   14,  217,    0,    0
  370,20240807,   15,  227,    0,    0
  370,20240807,   16,  229,    0,    0
  370,20240807,   17,  219,    0,    0
  370,20240807,   18,  211,    0,    0
  370,20240807,   19,  198,    0,    0
  370,20240807,   20,  185,    0,    0
  370,20240807,   21,  154,    0,    0
  370,20240807,   22,  170,    0,    0
  370,20240807,   23,  168,    0,    0
  370,20240807,   24,  159,    0,    0
  370,20240808,    1,  156,    0,    0
  370,20240808,    2,  164,    0,   -1
  370,20240808,    3,  161,    0,   -1
  370,20240808,    4,  159,    0,    0
  370,20240808,    5,  155,    0,    0
  370,20240808,    6,  166,    0,    0
  370,20240808,    7,  185,    0,    0
  370,20240808,    8,  194,    0,    0
  370,20240808,    9,  202,    0,    0
  370,20240808,   10,  218,    0,    0
  370,20240808,   11,  221,    0,    0
  370,20240808,   12,  216,    0,    0
  370,20240808,   13,  227,    0,    0
  370,20240808,   14,  245,    0,    0
  370,20240808,   15,  237,    0,    0
  370,20240808,   16,  234,    0,    0
  370,20240808,   17,  231,    0,    0
  370,20240808,   18,  221,    0,    0
  370,20240808,   19,  202,    0,    0
  370,20240808,   20,  192,    0,    0
  370,20240808,   21,  205,    0,    0
  370,20240808,   22,  203,    0,   -1
  370,20240808,   23,  205,    0,    0
  370,20240808,   24,  206,    0,    0
  370,20240809,    1,  206,    0,    0
  370,20240809,    2,  207,    0,    0
  370,20240809,    3,  208,    0,    0
  370,20240809,    4,  209,    0,    0
  370,20240809,    5,  210,    0,    0
  370,20240809,    6,  215,    0,    0
  370,20240809,    7,  216,    0,    0
  370,20240809,    8,  218,    0,    0
  370,20240809,    9,  221,    0,    0
  370,20240809,   10,  199,    2,    5
  370,20240809,   11,  199,    2,    1
  370,20240809,   12,  205,    3,    1
  370,20240809,   13,  213,    0,   -1
  370,20240809,   14,  218,    0,   -1
  370,20240809,   15,  235,    0,    0
  370,20240809,   16,  246,    0,    0
  370,20240809,   17,  243,    0,    0
  370,20240809,   18,  233,    0,    0
  370,20240809,   19,  207,    0,    0
  370,20240809,   20,  190,    0,    0
  370,20240809,   21,  162,    0,    0
  370,20240809,   22,  161,    0,    0
  370,20240809,   23,  148,    0,    0
  370,20240809,   24,  144,    0,    0
  370,20240810,    1,  144,    0,    0
  370,20240810,    2,  143,    0,    0
  370,20240810,    3,  140,    0,    0
  370,20240810,    4,  139,    0,    0
  370,20240810,    5,  141,    0,    0
  370,20240810,    6,  157,    0,    0
  370,20240810,    7,  172,    0,    0
  370,20240810,    8,  181,    0,    0
  370,20240810,    9,  206,    0,    0
  370,20240810,   10,  221,    0,    0
  370,20240810,   11,  233,    0,    0
  370,20240810,   12,  240,    0,    0
  370,20240810,   13,  253,    0,    0
  370,20240810,   14,  255,    0,    0
  370,20240810,   15,  256,    0,    0
  370,20240810,   16,  258,    0,    0
  370,20240810,   17,  246,    0,    0
